店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
1点点（悦荟广场店）,https://www.meituan.com/meishi/1832429126/,3.5,0,15.0,人民广场/南京路
悸动烧仙草（松江万达店）,https://www.meituan.com/meishi/93257722/,3.9,406,16.0,松江万达广场
茶百道（莘庄维璟印象城店）,https://www.meituan.com/meishi/1545952581/,4.6,56,16.0,七宝
桂源铺（中环百联店）,https://www.meituan.com/meishi/150005762/,4.4,773,15.0,梅川路步行街
厝内小眷村（大华奥特莱斯店）,https://www.meituan.com/meishi/160002077/,4.2,25,29.0,大华地区
茶百道（洞泾同乐店）,https://www.meituan.com/meishi/1013599493/,4.9,16,16.0,洞泾
CoCo都可（牡丹密山店）,https://www.meituan.com/meishi/97972073/,4.2,526,11.0,宝山城区/吴淞
CoCo都可（江桥家乐福店）,https://www.meituan.com/meishi/118534682/,4.4,413,12.0,江桥
CoCo都可（大润发春申店）,https://www.meituan.com/meishi/490381/,4.4,588,10.0,春申地区
悸动烧仙草（西林街店）,https://www.meituan.com/meishi/610606255/,4.3,44,17.0,朱泾镇
CoCo都可（昌里路店）,https://www.meituan.com/meishi/471677/,4.1,229,11.0,上南地区
巡茶（中信泰富万达店）,https://www.meituan.com/meishi/182044053/,3.9,396,15.0,嘉定新城
7分甜（上海松江鹿都国际店）,https://www.meituan.com/meishi/999815869/,4.5,576,15.0,松江镇
茉沏（上海新田360华侨城店）,https://www.meituan.com/meishi/1706222330/,3.9,1,18.0,浦江镇
茶百道（中冶祥腾店）,https://www.meituan.com/meishi/1344148555/,4.7,25,15.0,南翔
CoCo都可（龙湖一店）,https://www.meituan.com/meishi/163510141/,4.3,273,12.0,顾村公园
桂源铺（松江新理想店）,https://www.meituan.com/meishi/159200647/,4.6,1139,15.0,新理想广场
CoCo都可（喜泉店）,https://www.meituan.com/meishi/184172855/,4.3,671,12.0,外冈镇
悸动烧仙草（新港店）,https://www.meituan.com/meishi/170568939/,4.3,35,17.0,滴水湖临港地区
悸动烧仙草（浦东路店）,https://www.meituan.com/meishi/160536303/,4.6,835,15.0,奉贤区
悸动烧仙草（颛桥万达店）,https://www.meituan.com/meishi/190425953/,4.4,262,15.0,颛桥/北桥
CoCo都可（桃浦新邻店）,https://www.meituan.com/meishi/150027311/,4.4,427,13.0,桃浦
厝内小眷村（宝山绥化店）,https://www.meituan.com/meishi/160800079/,4.6,234,28.0,月浦镇
厝内小眷村（杨浦国定店）,https://www.meituan.com/meishi/177802814/,4.3,11,27.0,五角场/大学区
茶百道（浦三路店）,https://www.meituan.com/meishi/1940010838/,4.4,20,15.0,临沂/南码头
CoCo都可（月浦德都店）,https://www.meituan.com/meishi/184204488/,3.9,371,11.0,月浦镇
CoCo都可（叶榭双高广场店）,https://www.meituan.com/meishi/1474307364/,4.4,119,13.0,叶榭镇
CoCo都可（星华店）,https://www.meituan.com/meishi/65955034/,4.5,328,12.0,封浜镇
茶百道（漕河泾店）,https://www.meituan.com/meishi/731768760/,4.4,17,16.0,虹梅路
CoCo都可（七宝宝龙城店）,https://www.meituan.com/meishi/150425048/,4.2,293,12.0,七宝
茶百道（华漕旭辉店）,https://www.meituan.com/meishi/707388975/,4.8,31,16.0,虹桥火车站/国展中心
CoCo都可（香花桥店）,https://www.meituan.com/meishi/153720137/,4.2,160,13.0,青浦城区
悸动烧仙草（金山松隐店）,https://www.meituan.com/meishi/1693115174/,3.5,5,16.0,金山区
CoCo都可（星游城店）,https://www.meituan.com/meishi/192766273/,4.3,489,12.0,万体馆
CoCo都可（新河镇店）,https://www.meituan.com/meishi/184199717/,4.2,289,12.0,崇明区
CoCo都可（曹王前曹店）,https://www.meituan.com/meishi/1088729515/,4.5,122,13.0,华亭镇
悸动烧仙草（百货店）,https://www.meituan.com/meishi/185876109/,4.2,174,15.0,石化
悸动烧仙草（浦东临港17区店）,https://www.meituan.com/meishi/812964246/,4.4,16,17.0,滴水湖临港地区
CoCo都可（仙霞西店）,https://www.meituan.com/meishi/66671677/,4.3,295,10.0,北新泾/淞虹路
CoCo都可（美兰湖大润发店）,https://www.meituan.com/meishi/40511227/,4.2,220,13.0,美兰湖
茶百道（武宁地铁站店）,https://www.meituan.com/meishi/818606180/,4.7,15,15.0,长寿路
悸动烧仙草（东郊百联店）,https://www.meituan.com/meishi/1555589386/,4.0,31,15.0,御桥
CoCo都可（天钥桥汇联店）,https://www.meituan.com/meishi/42883865/,4.1,516,13.0,徐家汇
CoCo都可（南翔五彩城店）,https://www.meituan.com/meishi/40967368/,4.0,379,11.0,南翔
悸动烧仙草（奉城店）,https://www.meituan.com/meishi/457024/,4.2,286,15.0,奉城镇
茶百道（殷高西路店）,https://www.meituan.com/meishi/758744828/,4.6,15,16.0,高境
悸动烧仙草（浦东城东路店）,https://www.meituan.com/meishi/1226436252/,4.5,125,15.0,惠南镇
悸动烧仙草（电台路店）,https://www.meituan.com/meishi/552425253/,4.1,31,17.0,顾村公园
CoCo都可（虹桥天地店）,https://www.meituan.com/meishi/195218912/,4.4,269,12.0,国家会展中心
1点点（乐尚天地店）,https://www.meituan.com/meishi/159206521/,4.0,0,18.0,车墩影视城
1点点（青浦奥特莱斯店）,https://www.meituan.com/meishi/157863455/,3.7,4,15.0,赵巷镇
悸动烧仙草（川沙绿地广场店）,https://www.meituan.com/meishi/1170100680/,4.3,200,12.0,川沙
桂源铺（嘉定日月光店）,https://www.meituan.com/meishi/160767883/,4.4,433,18.0,嘉定镇
茶百道（太平洋森活天地店）,https://www.meituan.com/meishi/1428558911/,4.3,41,14.0,五角场/大学区
悸动烧仙草（博山路店）,https://www.meituan.com/meishi/1510814098/,3.7,79,16.0,洋泾
桂源铺（南桥宝龙广场店）,https://www.meituan.com/meishi/835343638/,4.7,289,19.0,易买得
CoCo都可（聚丰园路店）,https://www.meituan.com/meishi/420037/,4.3,531,12.0,上海大学
CoCo都可（南泉北路店）,https://www.meituan.com/meishi/419387/,4.1,548,12.0,八佰伴
茶百道（福州路店）,https://www.meituan.com/meishi/1822806642/,4.3,53,14.0,人民广场/南京路
CoCo都可（博隆广场店）,https://www.meituan.com/meishi/190897534/,4.7,332,13.0,华新镇
悸动烧仙草（大同路店）,https://www.meituan.com/meishi/1851931205/,4.2,123,15.0,外高桥
7分甜（上海长宁馥邦汇店）,https://www.meituan.com/meishi/901738463/,4.5,114,20.0,北新泾/淞虹路
厝内小眷村（七宝青年店）,https://www.meituan.com/meishi/158878086/,4.5,7,25.0,七宝
CoCo都可（沪亭北店）,https://www.meituan.com/meishi/96228092/,4.2,427,12.0,九亭
CoCo都可（大连路店）,https://www.meituan.com/meishi/41513736/,4.1,340,12.0,北外滩/外白渡桥
CoCo都可（龙阳二店）,https://www.meituan.com/meishi/1074546756/,4.2,674,12.0,世纪公园/科技馆
CoCo都可（新金汇店）,https://www.meituan.com/meishi/1983195578/,4.4,252,12.0,川沙
悸动烧仙草（青浦万达茂店）,https://www.meituan.com/meishi/194536512/,3.7,290,15.0,青浦城区
1点点（中冶翔腾店）,https://www.meituan.com/meishi/52195070/,4.4,0,15.0,南翔
1点点（奉贤宝龙广场店）,https://www.meituan.com/meishi/71460901/,4.1,0,16.0,易买得
桂源铺（宝山龙湖天街一店）,https://www.meituan.com/meishi/1033304388/,4.4,236,20.0,宝山区
CoCo都可（兰溪二店）,https://www.meituan.com/meishi/2869911/,3.9,286,13.0,曹杨地区
CoCo都可（花都荟店）,https://www.meituan.com/meishi/507209001/,4.3,243,13.0,嘉定镇
1点点（永德店）,https://www.meituan.com/meishi/99898764/,4.2,0,16.0,吴泾镇
7分甜（嘉定大润发店）,https://www.meituan.com/meishi/1451027000/,4.7,207,20.0,嘉定镇
CoCo都可（凌空soho店）,https://www.meituan.com/meishi/78253100/,4.4,261,13.0,北新泾/淞虹路
1点点（静安大融城店）,https://www.meituan.com/meishi/185478938/,4.1,0,17.0,彭浦镇
悸动烧仙草（百联又一城店）,https://www.meituan.com/meishi/1790802684/,4.2,89,17.0,五角场/大学区
1点点（奉贤海泉店）,https://www.meituan.com/meishi/1858422226/,4.4,0,15.0,海湾旅游区
CoCo都可（虹口龙之梦店）,https://www.meituan.com/meishi/500755/,4.1,539,12.0,虹口足球场/鲁迅公园
悸动烧仙草（车峰路店）,https://www.meituan.com/meishi/676998716/,4.2,66,16.0,车墩影视城
茶百道（艾尚天地店）,https://www.meituan.com/meishi/1012003626/,4.8,21,15.0,四川北路/海伦路
7分甜（上海静安大悦城店）,https://www.meituan.com/meishi/1723468986/,4.5,250,20.0,大悦城
1点点（昌里店）,https://www.meituan.com/meishi/604586790/,4.3,0,14.0,上南地区
CoCo都可（崇明万达广场店）,https://www.meituan.com/meishi/1853818885/,3.8,131,13.0,南门
1点点（灵岩南店）,https://www.meituan.com/meishi/40753699/,4.2,0,16.0,三林地区
CoCo都可（嘉定同济大学店）,https://www.meituan.com/meishi/160169379/,4.3,210,13.0,安亭黄渡镇
1点点（东鼎店）,https://www.meituan.com/meishi/92861396/,4.1,0,18.0,新松江路
悸动烧仙草（红林路店）,https://www.meituan.com/meishi/1580542524/,4.1,22,17.0,杨行镇
1点点（罗宾森店）,https://www.meituan.com/meishi/5997454/,4.2,0,15.0,嘉定镇
茶百道（年家浜路店）,https://www.meituan.com/meishi/1351564880/,4.6,32,15.0,康桥/周浦
7分甜（上海龙华绿地滨江店）,https://www.meituan.com/meishi/1222035967/,4.6,68,20.0,龙华/西岸
CoCo都可（漕宝日月光）,https://www.meituan.com/meishi/180649386/,4.3,637,12.0,漕河泾/田林
悸动烧仙草（杨园月亮湾店）,https://www.meituan.com/meishi/1119821804/,4.4,125,16.0,高东/杨园
悸动烧仙草（南门码头店）,https://www.meituan.com/meishi/194035355/,4.1,350,15.0,南门
CoCo都可（开元地中海店）,https://www.meituan.com/meishi/157076400/,4.4,630,12.0,松江大学城
CoCo都可（育英店）,https://www.meituan.com/meishi/40437225/,3.9,243,10.0,马陆镇
桂源铺（静安南京西路店）,https://www.meituan.com/meishi/807072202/,4.5,80,19.0,人民广场/南京路
桂源铺（闵行颛桥万达店）,https://www.meituan.com/meishi/1083004342/,4.5,282,19.0,颛桥/北桥
1点点（周浦万达店）,https://www.meituan.com/meishi/40623453/,4.3,0,17.0,康桥/周浦
悸动烧仙草（浦东康士路店）,https://www.meituan.com/meishi/1252367440/,4.4,19,17.0,御桥
CoCo都可（奉贤贝港店）,https://www.meituan.com/meishi/160702334/,4.6,538,12.0,南桥
悸动烧仙草（静安阳城路店）,https://www.meituan.com/meishi/1288889243/,4.4,57,16.0,大华地区
悸动烧仙草（普光路店）,https://www.meituan.com/meishi/169525697/,4.4,131,15.0,青浦城区
CoCo都可（泗泾店）,https://www.meituan.com/meishi/41047407/,4.3,399,13.0,泗泾镇
茶百道（陆家浜路店）,https://www.meituan.com/meishi/692071589/,4.2,16,16.0,董家渡/南浦大桥
7分甜（上海静安王子百货店）,https://www.meituan.com/meishi/1969544977/,4.9,175,20.0,西藏北路/中兴路
和气桃桃（惠南店）,https://www.meituan.com/meishi/1974853895/,4.3,22,17.0,惠南镇
悸动烧仙草（淞滨路二店）,https://www.meituan.com/meishi/583114420/,4.0,61,16.0,宝山城区/吴淞
CoCo都可（马桥万达店）,https://www.meituan.com/meishi/1803060702/,4.7,65,13.0,闵行开发区
茶百道（丰庄路店）,https://www.meituan.com/meishi/763207760/,4.6,38,15.0,丰庄
世界茶饮（九亭大街店）,https://www.meituan.com/meishi/184772749/,4.3,415,15.0,九亭
悸动烧仙草（泗泾三湘广场店）,https://www.meituan.com/meishi/704519636/,4.2,54,17.0,泗泾镇
茉沏（丁香国际店）,https://www.meituan.com/meishi/809032790/,4.0,33,16.0,联洋
桂源铺（紫荆广场店）,https://www.meituan.com/meishi/761048085/,4.5,669,15.0,控江地区
CoCo都可（新田360广场店）,https://www.meituan.com/meishi/5450957/,3.8,398,10.0,浦江镇
1点点（荊州店）,https://www.meituan.com/meishi/41472215/,3.8,0,16.0,控江地区
茶海棠（康桥大润发店）,https://www.meituan.com/meishi/1905266082/,4.2,60,13.0,康桥/周浦
Jidong悸动烧仙草（新场店）,https://www.meituan.com/meishi/179335019/,4.2,195,15.0,新场
CoCo都可（大统店）,https://www.meituan.com/meishi/6895764/,4.2,406,10.0,北区汽车站
CoCo都可（佘山桃源路店）,https://www.meituan.com/meishi/168575143/,4.4,400,12.0,佘山
CoCo都可（南翔老街店）,https://www.meituan.com/meishi/990640954/,4.3,376,12.0,南翔
CoCo都可（川沙路店）,https://www.meituan.com/meishi/604523876/,4.4,39,13.0,川沙
7分甜（上海南翔五彩城店）,https://www.meituan.com/meishi/190428997/,4.7,195,20.0,南翔
悸动烧仙草（浦东中科路店）,https://www.meituan.com/meishi/1856530881/,4.3,124,15.0,张江
CoCo都可（新城地铁店）,https://www.meituan.com/meishi/80733554/,4.2,763,13.0,松江镇
CoCo都可（晶耀前滩店）,https://www.meituan.com/meishi/1881150097/,4.4,220,13.0,世博园
CoCo都可（小昆山平原店）,https://www.meituan.com/meishi/1392428447/,4.2,246,13.0,松江区
TPLUS茶家（紫荆广场店）,https://www.meituan.com/meishi/1176178205/,4.2,15,16.0,控江地区
悸动烧仙草（奉炮公路店）,https://www.meituan.com/meishi/1113072774/,4.5,78,15.0,海湾旅游区
CoCo都可（共富路店）,https://www.meituan.com/meishi/5241074/,4.3,347,12.0,庙行/共康
CoCo都可（香港名都店）,https://www.meituan.com/meishi/81434974/,4.4,580,12.0,城隍庙/豫园
CoCo都可（静安大融城店）,https://www.meituan.com/meishi/164488198/,4.3,669,13.0,大华地区
1点点（李子园店）,https://www.meituan.com/meishi/1878805392/,4.0,0,16.0,桃浦
悸动烧仙草（宣中路店）,https://www.meituan.com/meishi/181381145/,3.8,34,16.0,迪士尼
TPLUS茶家（定西路店）,https://www.meituan.com/meishi/159636185/,4.3,17,22.0,中山公园/江苏路
茶百道（协信星光店）,https://www.meituan.com/meishi/1926926013/,4.4,81,16.0,市北工业园/汶水路
悸动烧仙草（凤中路店）,https://www.meituan.com/meishi/193380767/,4.6,176,15.0,凤溪
桂源铺（新达汇三林店）,https://www.meituan.com/meishi/1011357766/,4.7,561,17.0,世博园
茶百道（民星路店）,https://www.meituan.com/meishi/1314106914/,4.5,85,14.0,中原地区
悸动烧仙草（新凤店）,https://www.meituan.com/meishi/164563118/,4.7,83,17.0,华新镇
茶百道（荆州路店）,https://www.meituan.com/meishi/510467161/,4.5,18,16.0,大连路地铁站
1点点（青浦苏杭时代店）,https://www.meituan.com/meishi/1854313539/,4.1,0,17.0,华新镇
1点点（仓场路店）,https://www.meituan.com/meishi/90339545/,4.2,0,17.0,嘉定镇
悸动烧仙草（上海之鱼店）,https://www.meituan.com/meishi/1253576391/,4.4,41,16.0,奉贤区
沪上阿姨鲜果茶（东方渔港店）,https://www.meituan.com/meishi/771861807/,4.4,70,15.0,长兴岛
CoCo都可（莘庄维璟印象城店）,https://www.meituan.com/meishi/158880472/,4.2,692,12.0,莘庄
1点点（繁兴店）,https://www.meituan.com/meishi/81820757/,4.4,0,16.0,华漕
CoCo都可（福海店）,https://www.meituan.com/meishi/41865539/,4.5,515,12.0,嘉定镇
CoCo都可（南门大街店）,https://www.meituan.com/meishi/433241/,4.3,477,12.0,惠南镇
悸动烧仙草（拱川路店）,https://www.meituan.com/meishi/194302879/,3.9,109,15.0,惠南镇
悸动烧仙草（塘西街店）,https://www.meituan.com/meishi/186318128/,4.5,139,15.0,美兰湖
1点点（青浦吾悅店）,https://www.meituan.com/meishi/96487381/,4.1,0,16.0,青浦城区
1点点（新环广场店）,https://www.meituan.com/meishi/1491303455/,3.9,0,0.0,新场
CoCo都可（阳城店）,https://www.meituan.com/meishi/5350846/,4.0,252,13.0,彭浦镇
CoCo都可（市台路店）,https://www.meituan.com/meishi/165965909/,4.5,502,13.0,市台路
1点点（华泾天街店）,https://www.meituan.com/meishi/1252831592/,3.5,0,14.0,徐汇区
7分甜（上海徐汇汇京国际店）,https://www.meituan.com/meishi/1784131836/,4.5,96,20.0,徐家汇
悸动烧仙草（新华东路店）,https://www.meituan.com/meishi/1300064030/,4.1,53,17.0,金山区
悸动烧仙草（共康路店）,https://www.meituan.com/meishi/194702118/,4.6,187,15.0,庙行/共康
悸动烧仙草（共康路店）,https://www.meituan.com/meishi/194702118/,4.6,187,15.0,庙行/共康
CoCo都可（博乐店）,https://www.meituan.com/meishi/160169708/,4.3,322,13.0,嘉定镇
CoCo都可（东方维京店）,https://www.meituan.com/meishi/184964959/,4.4,108,13.0,虹桥/古北
CoCo都可（孙桥店）,https://www.meituan.com/meishi/190615967/,4.5,443,11.0,迪士尼
CoCo都可（华江店）,https://www.meituan.com/meishi/4109463/,4.1,288,13.0,江桥
悸动烧仙草（广丰路店）,https://www.meituan.com/meishi/184871955/,4.4,55,17.0,奉贤区
CoCo都可（幸福里店）,https://www.meituan.com/meishi/165645257/,4.2,243,12.0,上海影城/新华路
茶百道（漕溪路店）,https://www.meituan.com/meishi/1725788190/,4.5,51,15.0,万体馆
7分甜（上海嘉定罗宾森店）,https://www.meituan.com/meishi/1862579759/,4.7,456,19.0,嘉定镇
CoCo都可（良华广场店）,https://www.meituan.com/meishi/157723981/,3.9,167,14.0,虹桥火车站/机场
CoCo都可（上海湾店）,https://www.meituan.com/meishi/41607512/,4.3,274,11.0,八佰伴
CoCo都可（港城新天地店）,https://www.meituan.com/meishi/739221365/,4.2,227,13.0,南汇新城
桂源铺（青浦富绅中心店）,https://www.meituan.com/meishi/725387837/,4.6,365,16.0,家乐福/富绅国际
桂源铺（安亭财富广场店）,https://www.meituan.com/meishi/152787114/,4.5,473,18.0,安亭镇
1点点（地铁漕河泾店）,https://www.meituan.com/meishi/40367596/,4.4,0,17.0,漕河泾/田林
7分甜（上海浦东世纪汇店）,https://www.meituan.com/meishi/190411898/,4.4,284,17.0,世纪大道
世界茶饮（秀沿路店）,https://www.meituan.com/meishi/162668697/,4.4,549,16.0,康桥/周浦
CoCo都可（金山朱行恒顺店）,https://www.meituan.com/meishi/189313371/,4.3,264,13.0,朱行镇
CoCo都可（镇坪店）,https://www.meituan.com/meishi/4892145/,4.3,375,12.0,中山北路/甘泉地区
7分甜（上海徐汇南洋1931店）,https://www.meituan.com/meishi/946550306/,4.4,117,21.0,徐家汇
巡茶（青浦吾悦广场店）,https://www.meituan.com/meishi/186298343/,4.4,360,17.0,青浦城区
悸动烧仙草（瓯盛广场店）,https://www.meituan.com/meishi/1594065406/,3.8,51,17.0,浦江镇
CoCo都可（曹安大润发店）,https://www.meituan.com/meishi/1594441/,4.4,212,10.0,丰庄
CoCo都可（阳光天地店）,https://www.meituan.com/meishi/113033743/,4.3,285,12.0,高行
7分甜（上海长宁凌空SOHO店）,https://www.meituan.com/meishi/1417523101/,4.6,88,20.0,北新泾/淞虹路
CoCo都可（新中环百联店）,https://www.meituan.com/meishi/1533273557/,4.2,20,14.0,梅川路步行街
桂源铺（恒基名人店）,https://www.meituan.com/meishi/116637512/,4.5,725,15.0,人民广场/南京路
悸动烧仙草（浦东紫薇路店）,https://www.meituan.com/meishi/1001891910/,4.0,59,15.0,张江
CoCo都可（丰庄店）,https://www.meituan.com/meishi/5344225/,4.4,403,12.0,丰庄
悸动烧仙草（金色西郊城店）,https://www.meituan.com/meishi/1469407112/,4.4,43,16.0,北翟路
1点点（森兰广场店）,https://www.meituan.com/meishi/162951374/,4.1,0,20.0,高行
1点点（绿港广场店）,https://www.meituan.com/meishi/108554081/,4.1,0,19.0,青浦城区
7分甜（上海闵行龙湖店）,https://www.meituan.com/meishi/1771721820/,4.7,460,19.0,老闵行/交大师大
1点点（颛桥万达店）,https://www.meituan.com/meishi/180605408/,4.1,0,18.0,颛桥/北桥
茶百道（通河路店）,https://www.meituan.com/meishi/1927837747/,4.3,50,16.0,庙行/共康
CoCo都可（七浦联富店）,https://www.meituan.com/meishi/186565531/,4.2,401,13.0,海宁路/七浦路
7分甜（金桥国际店）,https://www.meituan.com/meishi/1300144938/,4.5,371,18.0,金桥
7分甜（上海浦东恒越荣欣店）,https://www.meituan.com/meishi/1062611850/,4.5,323,20.0,曹路
悸动烧仙草（金山博海路店）,https://www.meituan.com/meishi/1950107378/,4.8,87,16.0,朱行镇
CoCo都可（陈镇店）,https://www.meituan.com/meishi/99176546/,4.1,277,11.0,宝山区
悸动烧仙草（浦东俱进路店）,https://www.meituan.com/meishi/877530286/,3.8,24,17.0,高行
1点点（通河路店）,https://www.meituan.com/meishi/73984267/,4.3,0,23.0,庙行/共康
CoCo都可（海湾上师大二店）,https://www.meituan.com/meishi/180643983/,4.5,143,12.0,海湾旅游区
悸动烧仙草（近铁广场店）,https://www.meituan.com/meishi/551990653/,4.5,32,16.0,真北中环
INCHA印茶（九亭店）,https://www.meituan.com/meishi/1924733142/,4.3,120,14.0,九亭
CoCo都可（黄金城道店）,https://www.meituan.com/meishi/158815708/,4.0,29,13.0,虹桥/古北
7分甜（上海松江九亭金地广场店）,https://www.meituan.com/meishi/519084468/,4.7,181,20.0,九亭
厝内小眷村（长宁定西路店）,https://www.meituan.com/meishi/179963495/,3.9,57,27.0,中山公园/江苏路
1点点（宝杨宝龙店）,https://www.meituan.com/meishi/668577526/,3.8,0,22.0,宝山城区/吴淞
CoCo都可（赤峰四平店）,https://www.meituan.com/meishi/116368709/,4.1,248,13.0,控江地区
桂源铺（融创精彩天地店）,https://www.meituan.com/meishi/897601017/,4.5,303,15.0,金桥
1点点（虹桥南丰城店）,https://www.meituan.com/meishi/99198580/,4.1,0,18.0,虹桥/古北
CoCo都可（东建路店）,https://www.meituan.com/meishi/839170128/,4.7,61,13.0,花木
悸动烧仙草（崇明丰福路店）,https://www.meituan.com/meishi/1487260648/,4.1,97,15.0,长兴岛
CoCo都可（乳山二店）,https://www.meituan.com/meishi/164490467/,4.3,413,13.0,八佰伴
悸动烧仙草（堡镇中路店）,https://www.meituan.com/meishi/180679183/,4.0,62,15.0,堡镇
CoCo都可（松江恒耀店）,https://www.meituan.com/meishi/165649208/,4.5,204,13.0,佘山
7分甜（上海北外滩来福士店）,https://www.meituan.com/meishi/918286939/,4.6,170,21.0,北外滩/外白渡桥
CoCo都可（三林大润发店）,https://www.meituan.com/meishi/150591626/,4.2,349,12.0,三林地区
茉沏（城市集市复地店）,https://www.meituan.com/meishi/786875000/,4.2,37,17.0,御桥
桂源铺（八一广场店）,https://www.meituan.com/meishi/93980175/,4.4,1671,18.0,南门
悸动烧仙草（泥城店）,https://www.meituan.com/meishi/179617669/,4.2,108,15.0,泥城
7分甜（上海浦东晶耀前滩店）,https://www.meituan.com/meishi/192976622/,4.4,201,20.0,世博园
CoCo都可（鑫都世纪联华店）,https://www.meituan.com/meishi/41181944/,4.3,441,13.0,颛桥/北桥
悸动烧仙草（百联西郊购物中心店）,https://www.meituan.com/meishi/791571133/,3.7,25,17.0,北新泾/淞虹路
CoCo都可（广灵一路店）,https://www.meituan.com/meishi/476174/,3.8,210,13.0,赤峰路
桂源铺（松江飞航广场店）,https://www.meituan.com/meishi/194835814/,4.4,1055,15.0,松江镇
1点点（大木桥店）,https://www.meituan.com/meishi/40044525/,4.3,0,15.0,肇嘉浜路/中山医院
Jidong悸动烧仙草（江川路店）,https://www.meituan.com/meishi/1275668035/,4.2,189,15.0,老闵行/交大师大
CoCo都可（泗泾地铁店）,https://www.meituan.com/meishi/156625505/,4.2,356,13.0,泗泾镇
1点点（闵行欧尚店）,https://www.meituan.com/meishi/73595524/,4.1,0,16.0,老闵行/交大师大
7分甜（上海松江大学城店）,https://www.meituan.com/meishi/1368726080/,4.4,254,20.0,松江大学城
1点点（方锦店）,https://www.meituan.com/meishi/989497844/,4.2,0,0.0,安亭镇
1点点（虹桥天地店）,https://www.meituan.com/meishi/68894172/,4.3,0,17.0,虹桥枢纽
悸动烧仙草（松江新镇街店）,https://www.meituan.com/meishi/1417404060/,4.6,188,16.0,新桥
悸动烧仙草（下沙店）,https://www.meituan.com/meishi/1206905062/,4.6,99,15.0,航头
1点点（松汇店）,https://www.meituan.com/meishi/197296885/,4.2,0,15.0,松江镇
CoCo都可（淞南店）,https://www.meituan.com/meishi/99422503/,4.2,337,11.0,淞南
CoCo都可（武夷店）,https://www.meituan.com/meishi/1583811/,4.2,290,13.0,上海影城/新华路
悸动烧仙草（闿和阳光广场店）,https://www.meituan.com/meishi/1539055492/,4.1,27,17.0,杨行镇
CoCo都可（洞泾吉买盛店）,https://www.meituan.com/meishi/42581578/,4.1,440,10.0,洞泾
CoCo都可（庆荣店）,https://www.meituan.com/meishi/193794765/,4.6,419,12.0,合庆
CoCo都可（石家街店）,https://www.meituan.com/meishi/1044551278/,4.1,154,13.0,外高桥
巡茶（浦江店）,https://www.meituan.com/meishi/92551998/,4.8,380,15.0,浦江镇
CoCo都可（杨行北翼店）,https://www.meituan.com/meishi/157079336/,4.1,276,10.0,杨行镇
CoCo都可（环龙店）,https://www.meituan.com/meishi/4639751/,4.3,485,13.0,上海火车站/客运汽车总站
1点点（奉贤南桥店）,https://www.meituan.com/meishi/5432630/,4.3,0,14.0,南桥
蜜雪冰城·冰激淋与茶（松江二店）,https://www.meituan.com/meishi/161086746/,4.5,435,7.0,松江大学城
悸动烧仙草（恒越荣欣广场店）,https://www.meituan.com/meishi/1248581044/,4.4,574,12.0,曹路
1点点（苗圃路店）,https://www.meituan.com/meishi/183282855/,4.3,0,16.0,洋泾
CoCo都可（东方懿德城店）,https://www.meituan.com/meishi/1978852175/,4.5,137,13.0,浦江镇
CoCo都可（泥城大润发店）,https://www.meituan.com/meishi/40887706/,4.3,259,13.0,泥城
1点点（宝山万达店）,https://www.meituan.com/meishi/51560087/,4.2,0,15.0,通河/泗塘
7分甜（上海金茂大厦店）,https://www.meituan.com/meishi/1002654516/,4.6,120,20.0,陆家嘴
悸动烧仙草（汽车城店）,https://www.meituan.com/meishi/1026380646/,4.1,63,16.0,安亭镇
CoCo都可（南桥苏宁店）,https://www.meituan.com/meishi/616312703/,4.3,195,13.0,南桥
