店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
世界茶饮（市台路店）,https://www.meituan.com/meishi/194378608/,4.6,13,16.0,南翔
悸动烧仙草（张泽店）,https://www.meituan.com/meishi/192564952/,4.4,203,15.0,叶榭镇
1点点（杨思店）,https://www.meituan.com/meishi/759831865/,4.5,0,18.0,三林地区
CoCo都可（江桥万达店）,https://www.meituan.com/meishi/1597525/,4.1,447,12.0,江桥
桂源铺（浦江万达广场店）,https://www.meituan.com/meishi/1668118222/,4.7,188,19.0,浦江镇
悸动烧仙草（人民东路店）,https://www.meituan.com/meishi/1787531300/,3.9,0,15.0,惠南镇
CoCo都可（金谊广场店）,https://www.meituan.com/meishi/5724311/,4.1,452,13.0,世博园
桂源铺（定西路店）,https://www.meituan.com/meishi/6306834/,4.4,298,15.0,上海影城/新华路
悸动烧仙草（德川路店）,https://www.meituan.com/meishi/185829644/,4.5,136,15.0,川沙
CoCo都可（大华二店）,https://www.meituan.com/meishi/1589135/,4.1,663,12.0,大华地区
老虎堂TIGER SUGAR（新天地广场店）,https://www.meituan.com/meishi/508606824/,3.8,44,28.0,淮海路
桂源铺（浦江生活广场店）,https://www.meituan.com/meishi/92365235/,4.5,756,15.0,浦江镇
7分甜（上海浦东开新里店）,https://www.meituan.com/meishi/588917251/,4.7,142,20.0,御桥
厝内小眷村（浦东南汇华润店）,https://www.meituan.com/meishi/182008249/,4.1,9,28.0,惠南镇
厝内小眷村（宝山罗店宝龙店）,https://www.meituan.com/meishi/1950331027/,4.3,23,28.0,美兰湖
CoCo都可（宝杨宝龙店）,https://www.meituan.com/meishi/1874003666/,4.3,336,13.0,宝山城区/吴淞
桂源铺（嘉定中信泰富万达店）,https://www.meituan.com/meishi/1772183812/,4.6,784,15.0,嘉定新城
CoCo都可（车站北路店）,https://www.meituan.com/meishi/164688583/,4.5,473,12.0,凉城/江湾镇
悸动烧仙草（公园路店）,https://www.meituan.com/meishi/4215730/,4.2,139,17.0,朱泾镇
悸动烧仙草（彩云路店）,https://www.meituan.com/meishi/686017079/,3.9,124,0.0,滴水湖临港地区
悸动烧仙草（上海马戏城店）,https://www.meituan.com/meishi/1697409042/,4.3,75,16.0,大宁地区
悸动烧仙草（浦航路店）,https://www.meituan.com/meishi/1721403858/,3.8,37,16.0,浦江镇
1点点（新达汇三林店）,https://www.meituan.com/meishi/189365669/,3.8,0,20.0,世博园
茶与花间（宝山万达店）,https://www.meituan.com/meishi/163065456/,4.4,70,19.0,庙行/共康
CoCo都可（水产西店）,https://www.meituan.com/meishi/40833043/,4.2,340,13.0,顾村公园
1点点（环球港店）,https://www.meituan.com/meishi/189390592/,4.2,0,20.0,月星环球港
1点点（年家浜路店）,https://www.meituan.com/meishi/92891783/,4.1,0,16.0,康桥/周浦
CoCo都可（电台店）,https://www.meituan.com/meishi/77557352/,4.2,315,11.0,顾村公园
CoCo都可（临平店）,https://www.meituan.com/meishi/41504577/,4.0,268,13.0,临平路/和平公园
厝内小眷村（徐汇光启城店）,https://www.meituan.com/meishi/166653706/,4.3,42,25.0,光启城
1点点（桃源店）,https://www.meituan.com/meishi/1560158218/,4.1,0,18.0,佘山
7分甜（上海浦东浦东夏碧店）,https://www.meituan.com/meishi/194673893/,4.7,125,20.0,外高桥
悸动烧仙草（高东新路店）,https://www.meituan.com/meishi/194426916/,3.9,70,16.0,高东/杨园
1点点（奉贤大润发店）,https://www.meituan.com/meishi/1393154590/,3.7,0,19.0,南桥
CoCo都可（奉贤金叶店）,https://www.meituan.com/meishi/107456499/,3.9,482,13.0,南桥
CoCo都可（金山石化百货店）,https://www.meituan.com/meishi/192561850/,4.6,356,13.0,石化
CoCo都可（曲阳家乐福店）,https://www.meituan.com/meishi/5647812/,4.1,497,11.0,曲阳地区
1点点（正大缤纷城店）,https://www.meituan.com/meishi/153928981/,4.2,0,17.0,顾村公园
CoCo都可（灵岩南店）,https://www.meituan.com/meishi/4794910/,4.2,398,11.0,三林地区
CoCo都可（和炯店）,https://www.meituan.com/meishi/164489011/,4.3,364,12.0,浦江镇
茉沏（南翔印象城MEGA店）,https://www.meituan.com/meishi/1745003323/,4.0,61,17.0,南翔
桂源铺（复地活力城店）,https://www.meituan.com/meishi/1980427684/,4.5,116,20.0,御桥
CoCo都可（唐人幸福里店）,https://www.meituan.com/meishi/169752038/,4.5,391,12.0,北蔡
CoCo都可（闻喜3店）,https://www.meituan.com/meishi/42514183/,4.3,464,12.0,彭浦新村
7分甜（上海青浦吾悦店）,https://www.meituan.com/meishi/194392954/,4.5,345,16.0,青浦城区
HEY JUICE茶桔便（卫零路店）,https://www.meituan.com/meishi/153405250/,4.1,66,15.0,金山卫
CoCo都可（大场嘉年华店）,https://www.meituan.com/meishi/193286615/,4.3,236,13.0,上海大学
7分甜（浦东川沙路店）,https://www.meituan.com/meishi/1169682320/,4.3,261,19.0,川沙
1点点（田林店）,https://www.meituan.com/meishi/5852500/,4.4,0,16.0,漕河泾/田林
CoCo都可（莘庄龙之梦店）,https://www.meituan.com/meishi/1595000/,4.3,503,13.0,莘庄
CoCo都可（广西北路店）,https://www.meituan.com/meishi/413054/,3.8,239,12.0,人民广场/南京路
快乐柠檬happylemon（南门店）,https://www.meituan.com/meishi/5949468/,4.3,752,13.0,南门
CoCo都可（金山万达二店）,https://www.meituan.com/meishi/150555549/,4.1,933,12.0,金山卫
CoCo都可（金沙店）,https://www.meituan.com/meishi/1601177/,4.0,140,13.0,嘉定镇
HEY JUICE茶桔便（松江万达店）,https://www.meituan.com/meishi/1622016587/,4.1,44,13.0,松江万达广场
桂源铺（马桥万达店）,https://www.meituan.com/meishi/1100555699/,4.6,118,20.0,闵行开发区
悸动烧仙草（恒顺路店）,https://www.meituan.com/meishi/187231504/,4.4,142,15.0,朱行镇
1点点（青浦绿地缤纷城店）,https://www.meituan.com/meishi/1587754006/,4.0,0,21.0,青浦城区
CoCo都可（虹梅店）,https://www.meituan.com/meishi/6281849/,4.2,218,13.0,虹梅路
悸动烧仙草（浦银路店）,https://www.meituan.com/meishi/1647333927/,4.0,128,15.0,金山区
快乐柠檬HAPPYLEMON（上海蓝湾天地店）,https://www.meituan.com/meishi/1445996165/,4.0,97,20.0,奉贤区
CoCo都可（博山东二店）,https://www.meituan.com/meishi/1175003646/,4.6,83,13.0,金杨地区
7分甜（上海浦东龙阳广场店）,https://www.meituan.com/meishi/662177250/,4.3,315,20.0,世纪公园/科技馆
7分甜（上海浦东证大大拇指店）,https://www.meituan.com/meishi/666588276/,4.4,96,20.0,联洋
厝内小眷村（青浦吾悦金街店）,https://www.meituan.com/meishi/160036178/,4.4,233,28.0,青浦城区
CoCo都可（康桥大润发店）,https://www.meituan.com/meishi/150394612/,4.5,323,11.0,康桥/周浦
CoCo都可（仓场店）,https://www.meituan.com/meishi/5630588/,4.4,526,12.0,嘉定镇
CoCo都可（五莲店）,https://www.meituan.com/meishi/112778389/,4.3,469,10.0,金桥
厝内小眷村（嘉定安亭地铁店）,https://www.meituan.com/meishi/171604237/,4.1,14,28.0,安亭镇
悸动烧仙草（高宝路店）,https://www.meituan.com/meishi/1823719684/,4.4,29,17.0,高行
1点点（平高广场店）,https://www.meituan.com/meishi/193845202/,4.1,0,15.0,松江镇
CoCo都可（奥特莱斯店）,https://www.meituan.com/meishi/6312202/,4.1,430,12.0,赵巷镇
KOI Thé（徐汇正大乐城店）,https://www.meituan.com/meishi/188606667/,4.2,63,23.0,龙华/西岸
CoCo都可（州桥老街店）,https://www.meituan.com/meishi/452632/,4.2,318,13.0,嘉定镇
1点点（秀沿店）,https://www.meituan.com/meishi/182078339/,3.9,0,16.0,康桥/周浦
7分甜（上海松江九亭站店）,https://www.meituan.com/meishi/591125425/,4.6,221,20.0,九亭
快乐柠檬（夏栎路店）,https://www.meituan.com/meishi/1259431242/,3.7,25,20.0,南汇新城
7分甜（正大乐城店）,https://www.meituan.com/meishi/1751842559/,4.8,204,18.0,顾村公园
CoCo都可（真北乐购店）,https://www.meituan.com/meishi/40665559/,4.0,425,12.0,真如
1点点（松江大学城店）,https://www.meituan.com/meishi/156220537/,3.8,0,17.0,松江大学城
悸动烧仙草（施宏店）,https://www.meituan.com/meishi/1823694155/,3.8,43,15.0,浦东机场/机场镇
CoCo都可（国权店）,https://www.meituan.com/meishi/797400213/,4.3,49,13.0,五角场/大学区
CoCo都可（张江传奇店）,https://www.meituan.com/meishi/1593712/,4.2,203,12.0,张江
桂源铺（长风大悦城店）,https://www.meituan.com/meishi/162676546/,4.5,418,16.0,长风公园/华师大
CoCo都可（梅川店）,https://www.meituan.com/meishi/157372960/,4.5,319,9.0,梅川路步行街
悸动烧仙草（泗泾镇店）,https://www.meituan.com/meishi/194544839/,3.9,125,15.0,泗泾镇
1点点（新镇路店）,https://www.meituan.com/meishi/182488578/,4.3,0,15.0,新桥
1点点（瞿溪路店）,https://www.meituan.com/meishi/99747481/,4.4,0,15.0,打浦桥/田子坊
CoCo都可（地铁虹桥店）,https://www.meituan.com/meishi/165641697/,4.1,309,10.0,虹桥路
7分甜（嘉定日月光店）,https://www.meituan.com/meishi/193854490/,4.7,195,20.0,嘉定镇
1点点（大华乐坊店）,https://www.meituan.com/meishi/90303244/,4.1,0,18.0,大华地区
悸动烧仙草（秀沿路店）,https://www.meituan.com/meishi/1774983846/,3.9,167,15.0,康桥/周浦
7分甜（上海南翔中冶祥腾店）,https://www.meituan.com/meishi/1064801975/,4.6,171,20.0,南翔
茉沏（文峰广场店）,https://www.meituan.com/meishi/1251600336/,4.1,23,18.0,金桥
Jidong悸动烧仙草（永德路店）,https://www.meituan.com/meishi/82596137/,4.5,167,14.0,吴泾镇
悸动烧仙草（浦三路店）,https://www.meituan.com/meishi/1001391532/,4.3,121,15.0,临沂/南码头
茉沏（文峰广场店）,https://www.meituan.com/meishi/1251600336/,4.1,23,18.0,金桥
Jidong悸动烧仙草（永德路店）,https://www.meituan.com/meishi/82596137/,4.5,167,14.0,吴泾镇
悸动烧仙草（浦三路店）,https://www.meituan.com/meishi/1001391532/,4.3,121,15.0,临沂/南码头
7分甜（上海浦东晨阳路店）,https://www.meituan.com/meishi/1036695042/,4.9,129,21.0,浦东机场/机场镇
CoCo都可（临港碧云店）,https://www.meituan.com/meishi/1620622564/,4.2,5,13.0,南汇新城
CoCo都可（绿苑店）,https://www.meituan.com/meishi/41128670/,4.5,426,12.0,安亭黄渡镇
CoCo都可（祝桥百熙店）,https://www.meituan.com/meishi/152559929/,4.5,650,11.0,祝桥
CoCo都可（中原欧尚店）,https://www.meituan.com/meishi/40124882/,4.1,479,11.0,中原地区
桂源铺（长江国际店）,https://www.meituan.com/meishi/164086984/,4.6,462,15.0,高境
1点点（连城广场店）,https://www.meituan.com/meishi/1315683572/,4.2,0,0.0,西渡镇
1点点（金沙和美广场店）,https://www.meituan.com/meishi/188783915/,4.1,0,17.0,丰庄
CoCo都可（延长中路店）,https://www.meituan.com/meishi/494727/,3.8,416,13.0,大宁地区
1点点（威宁店）,https://www.meituan.com/meishi/41522531/,4.0,0,16.0,天山
1点点（台儿庄店）,https://www.meituan.com/meishi/160170748/,4.1,0,16.0,金桥
1点点（江川北店）,https://www.meituan.com/meishi/580945705/,4.3,0,0.0,泗泾镇
悸动烧仙草（育秀路店）,https://www.meituan.com/meishi/907809251/,4.6,38,17.0,南桥
蜜雪冰城（牡丹江路店）,https://www.meituan.com/meishi/1962681790/,4.2,80,7.0,宝山城区/吴淞
悸动烧仙草（科创云廊店）,https://www.meituan.com/meishi/1981062781/,3.8,62,17.0,新桥
CoCo都可（康建广场店）,https://www.meituan.com/meishi/1954311991/,4.3,103,13.0,桃浦
桂源铺（嘉定州桥店）,https://www.meituan.com/meishi/52362832/,4.5,874,16.0,博乐广场/州桥老街
1点点（豫园人民店）,https://www.meituan.com/meishi/1147749921/,3.5,0,14.0,城隍庙/豫园
蜜雪冰城（三期店）,https://www.meituan.com/meishi/162348488/,4.3,531,5.0,松江大学城
7分甜（上海美罗城店）,https://www.meituan.com/meishi/1769209147/,4.1,362,17.0,徐家汇
1点点（凌云沃尔玛店）,https://www.meituan.com/meishi/165668183/,4.3,0,17.0,上海南站
CoCo都可（澄浏百联店）,https://www.meituan.com/meishi/637591539/,3.9,238,13.0,嘉定镇
7分甜（上海普陀星光耀店）,https://www.meituan.com/meishi/189259595/,4.3,106,21.0,真如
椿风·养身茶饮（K11店）,https://www.meituan.com/meishi/1272968025/,4.4,22,21.0,淮海路
1点点（浦江万达店）,https://www.meituan.com/meishi/525155030/,4.1,0,16.0,浦江镇
1点点（绿苑店）,https://www.meituan.com/meishi/1822903955/,4.0,0,16.0,安亭黄渡镇
1点点（虹井店）,https://www.meituan.com/meishi/4925908/,4.0,0,16.0,龙柏地区
1点点（天钥桥店）,https://www.meituan.com/meishi/90743824/,4.2,0,17.0,万体馆
桂源铺（五角场合生汇店）,https://www.meituan.com/meishi/1980455999/,4.5,164,20.0,五角场/大学区
1点点（万嘉店）,https://www.meituan.com/meishi/1843596839/,3.6,0,14.0,高行
CoCo都可（文峰广场店）,https://www.meituan.com/meishi/487618/,4.1,560,13.0,金桥
悸动烧仙草（古莲路店）,https://www.meituan.com/meishi/956573451/,4.2,145,15.0,宝山区
7分甜（上海虹桥南丰城店）,https://www.meituan.com/meishi/1225487396/,4.8,164,20.0,虹桥/古北
7分甜（上海闵行弘基时尚店）,https://www.meituan.com/meishi/1332344729/,4.6,185,16.0,吴泾镇
CoCo都可（证大大拇指店）,https://www.meituan.com/meishi/150017449/,4.5,322,10.0,联洋
悸动烧仙草（板桥西路店）,https://www.meituan.com/meishi/1759793330/,4.3,147,15.0,金山卫
CoCo都可（明中广场店）,https://www.meituan.com/meishi/181490440/,3.8,474,10.0,新桥
悸动烧仙草（宝龙广场店）,https://www.meituan.com/meishi/111683265/,4.3,351,11.0,嘉定新城
悸动烧仙草（森兰花园城店）,https://www.meituan.com/meishi/792832842/,4.3,151,15.0,高行
快乐柠檬（武宁路直营店）,https://www.meituan.com/meishi/886831445/,4.4,34,20.0,武宁地区
茶百道（新村路店）,https://www.meituan.com/meishi/1940200467/,4.5,18,16.0,中山北路/甘泉地区
1点点（七宝宝龙店）,https://www.meituan.com/meishi/107485453/,4.3,0,16.0,七宝
悸动烧仙草（大柏树店）,https://www.meituan.com/meishi/913556156/,3.8,14,17.0,大柏树
1点点（龙湖北城天街店）,https://www.meituan.com/meishi/165625503/,4.0,0,17.0,宝山区
快乐柠檬happylemon（上海陈家镇裕民路店）,https://www.meituan.com/meishi/127249140/,4.2,204,15.0,东滩/前哨农场
1点点（百脑汇店）,https://www.meituan.com/meishi/165872766/,4.2,0,15.0,徐家汇
悸动烧仙草（嘉定西地铁站店）,https://www.meituan.com/meishi/1530307257/,4.5,60,17.0,嘉定西/悠活城
CoCo都可（闵行欧尚店）,https://www.meituan.com/meishi/5449603/,4.2,624,13.0,老闵行/交大师大
1点点（寰悦广场店）,https://www.meituan.com/meishi/670388167/,3.6,0,0.0,老闵行/交大师大
CoCo都可（欧尚金都店）,https://www.meituan.com/meishi/81100682/,4.4,244,12.0,春申地区
1点点（嘉定宝龙店）,https://www.meituan.com/meishi/119776213/,3.9,0,17.0,嘉定新城
悸动烧仙草（360广场店）,https://www.meituan.com/meishi/566162935/,3.7,12,16.0,浦江镇
桂源铺（江东路店）,https://www.meituan.com/meishi/181436157/,4.1,333,18.0,外高桥
桂源铺（周浦万达广场店）,https://www.meituan.com/meishi/113112243/,4.5,273,20.0,康桥/周浦
1点点（福海店）,https://www.meituan.com/meishi/110812375/,4.3,0,16.0,嘉定镇
桂源铺（徐汇太平洋店）,https://www.meituan.com/meishi/1684644906/,4.5,338,15.0,徐家汇
悸动烧仙草（环镇北路店）,https://www.meituan.com/meishi/1549494630/,4.5,98,15.0,上海大学
CoCo都可（松江万达金街店）,https://www.meituan.com/meishi/161813117/,4.3,548,10.0,松江万达广场
快乐柠檬happylemon（徐汇日月光店）,https://www.meituan.com/meishi/164353624/,4.2,512,13.0,漕河泾/田林
CoCo都可（七浦店）,https://www.meituan.com/meishi/111156421/,4.0,340,13.0,海宁路/七浦路
1点点（徐汇日月光店）,https://www.meituan.com/meishi/164831253/,4.1,0,17.0,漕河泾/田林
1点点（徐汇日月光店）,https://www.meituan.com/meishi/164831253/,4.1,0,17.0,漕河泾/田林
桂源铺（西郊百联店）,https://www.meituan.com/meishi/960668339/,4.4,348,20.0,北新泾/淞虹路
桂源铺（嘉定马陆大融城店）,https://www.meituan.com/meishi/596779662/,4.8,154,20.0,马陆镇
7分甜（上海闵行中庚漫游城店）,https://www.meituan.com/meishi/916207784/,4.3,372,16.0,莲花路/南方商城
7分甜（虹桥天地店）,https://www.meituan.com/meishi/665598721/,4.4,269,20.0,虹桥火车站/机场
悸动烧仙草（恒生万鹂店）,https://www.meituan.com/meishi/193725796/,4.2,25,16.0,唐镇
7分甜（真北家乐福店）,https://www.meituan.com/meishi/641295895/,4.8,182,17.0,真如
7分甜（上海杨浦控江旭辉店）,https://www.meituan.com/meishi/729943711/,4.4,237,18.0,控江地区
1点点（合生汇店）,https://www.meituan.com/meishi/150361907/,4.3,0,16.0,五角场/大学区
CoCo都可（淞滨店）,https://www.meituan.com/meishi/158846389/,4.3,410,12.0,淞滨地区
巡茶（周浦万达店）,https://www.meituan.com/meishi/1007421776/,4.5,120,19.0,康桥/周浦
7分甜（上海徐汇中星城店）,https://www.meituan.com/meishi/1896825671/,4.6,84,21.0,上海南站
CoCo都可（大润发杨浦店）,https://www.meituan.com/meishi/474753/,4.3,325,13.0,黄兴公园
7分甜（上海七宝宝龙店）,https://www.meituan.com/meishi/1671643400/,4.5,99,20.0,七宝
CoCo都可（颛桥万达店）,https://www.meituan.com/meishi/165645656/,4.2,703,12.0,颛桥/北桥
悸动烧仙草（丰庄路店）,https://www.meituan.com/meishi/1295707862/,4.4,176,15.0,丰庄
悸动烧仙草（东闸路店）（东闸路店）,https://www.meituan.com/meishi/1409513199/,4.7,85,15.0,莘庄
CoCo都可（宝山花园城店）,https://www.meituan.com/meishi/986525333/,4.3,136,13.0,杨行镇
1点点（西郊百联店）,https://www.meituan.com/meishi/95469945/,4.0,0,17.0,北新泾/淞虹路
1点点（凤中店）,https://www.meituan.com/meishi/1413217453/,4.0,0,0.0,凤溪
桂源铺（湟普汇店）,https://www.meituan.com/meishi/165538551/,4.4,496,16.0,南京西路
和气桃桃（漕河泾城市集市店）,https://www.meituan.com/meishi/1701047850/,4.4,41,17.0,虹梅路
桂源铺（新邻站店）,https://www.meituan.com/meishi/80902396/,4.4,506,11.0,老西门/陆家浜路
1点点（工农南店）,https://www.meituan.com/meishi/182094682/,4.4,0,15.0,惠南镇
巡茶（嘉定嘉亭荟店）,https://www.meituan.com/meishi/1412392621/,3.9,210,18.0,安亭镇
CoCo都可（徐家汇汇金店）,https://www.meituan.com/meishi/158930671/,4.0,520,12.0,徐家汇
1点点（虞姬墩路店）,https://www.meituan.com/meishi/1850688804/,4.1,0,14.0,江桥
7分甜（上海青浦宝龙店）,https://www.meituan.com/meishi/1946410109/,4.4,215,18.0,青浦城区
注春人文茶饮（百联曲阳店）,https://www.meituan.com/meishi/570940104/,4.4,54,15.0,曲阳地区
桂源铺（啦啦宝都店）,https://www.meituan.com/meishi/522136396/,4.6,94,20.0,金桥
桂源铺（松江平高店）,https://www.meituan.com/meishi/152330761/,4.4,643,15.0,松江镇
悸动烧仙草（菊太路店）,https://www.meituan.com/meishi/1131826358/,4.1,23,16.0,顾村公园
CoCo都可（莲花广场店）,https://www.meituan.com/meishi/1595816/,3.8,441,12.0,莲花路/南方商城
CoCo都可（徐泾家乐福店）,https://www.meituan.com/meishi/152692778/,4.1,240,13.0,徐泾
CoCo都可（品尊国际店）,https://www.meituan.com/meishi/1960502735/,4.5,17,13.0,中山北路/甘泉地区
7分甜（7分甜上海江桥万达店）,https://www.meituan.com/meishi/193615315/,4.5,266,21.0,江桥万达广场
CoCo都可（汇融天地店）,https://www.meituan.com/meishi/52431208/,4.2,484,12.0,武宁地区
CoCo都可（通河二店）,https://www.meituan.com/meishi/96301496/,4.3,391,13.0,庙行/共康
悸动烧仙草（静安淮安路店）,https://www.meituan.com/meishi/1308565023/,4.1,105,15.0,同乐坊/江宁路
桂源铺（嘉亭荟店）,https://www.meituan.com/meishi/1812913882/,4.5,456,18.0,安亭镇
CoCo都可（奉贤金汇店）,https://www.meituan.com/meishi/98130692/,4.4,376,13.0,金汇镇
CoCo都可（亚乐城店）,https://www.meituan.com/meishi/110844867/,4.3,436,12.0,新桥
1点点（新颛兴店）,https://www.meituan.com/meishi/819937495/,4.4,0,15.0,颛桥/北桥
7分甜（上海徐汇漕河泾印象城店）,https://www.meituan.com/meishi/1092544477/,4.5,99,20.0,漕河泾/田林
1点点（龙阳广场店）,https://www.meituan.com/meishi/157272367/,4.1,0,16.0,世纪公园/科技馆
椿风·养身茶饮（五角场万达店）,https://www.meituan.com/meishi/1725240620/,4.3,18,20.0,五角场/大学区
7分甜（上海金山万达金街店）,https://www.meituan.com/meishi/527890915/,4.4,322,18.0,金山卫
CoCo都可（雪松二店）,https://www.meituan.com/meishi/164485644/,4.5,267,11.0,桃浦
CoCo都可（龙湖二店）,https://www.meituan.com/meishi/164330698/,4.3,622,13.0,顾村公园
桂源铺（近铁广场店）,https://www.meituan.com/meishi/133283753/,4.4,451,15.0,真北中环
悸动烧仙草（大融城店）,https://www.meituan.com/meishi/1901107854/,3.7,130,15.0,马陆镇
1点点（五彩城店）,https://www.meituan.com/meishi/163189752/,4.0,0,16.0,南翔
CoCo都可（汉口店）,https://www.meituan.com/meishi/50062333/,3.9,759,12.0,人民广场/南京路
1点点（寺平北店）,https://www.meituan.com/meishi/1535107846/,4.1,0,14.0,亭林镇
7分甜（上海宝山大华美隆店）,https://www.meituan.com/meishi/1280403102/,4.8,100,20.0,大华地区
悸动烧仙草（松江松东路店）,https://www.meituan.com/meishi/972794817/,3.9,153,15.0,松江镇
桂源铺（星游城店）,https://www.meituan.com/meishi/189275008/,4.6,541,15.0,万体馆
1点点（佘山宝乐汇店）,https://www.meituan.com/meishi/1108418584/,4.1,0,17.0,佘山
茶百道（小世界社区商业中心店）,https://www.meituan.com/meishi/1994773760/,4.5,35,15.0,黄兴公园
CoCo都可（水城店）,https://www.meituan.com/meishi/161861551/,4.4,214,13.0,天山
7分甜（上海黄浦复兴荟店）,https://www.meituan.com/meishi/1478733180/,4.6,46,20.0,老西门/陆家浜路
桂源铺（五角场万达广场店）,https://www.meituan.com/meishi/1984555855/,4.5,203,16.0,五角场/大学区
1点点（晨阳店）,https://www.meituan.com/meishi/186706887/,4.3,0,17.0,浦东机场/机场镇
小确茶（城中东路店）,https://www.meituan.com/meishi/165741355/,4.2,155,15.0,青浦城区
悸动烧仙草（浦东康佳路店）,https://www.meituan.com/meishi/1202857082/,4.8,63,15.0,康桥/周浦
CoCo都可（环镇北店）,https://www.meituan.com/meishi/4675218/,4.2,310,13.0,上海大学
CoCo都可（延吉中路店）,https://www.meituan.com/meishi/1588771/,4.2,271,10.0,控江地区
桂源铺（尚悦湾广场店）,https://www.meituan.com/meishi/1582455946/,4.4,222,20.0,陆家嘴
CoCo都可（佘山地铁店）,https://www.meituan.com/meishi/160754658/,4.3,450,13.0,佘山
CoCo都可（青村振兴店）,https://www.meituan.com/meishi/562156832/,4.2,0,13.0,奉贤区
丸摩堂鲜果茶（万鹂广场店）,https://www.meituan.com/meishi/1828411211/,4.6,8,15.0,张江
世界茶饮WORLD TEA HOUSE（龙阳路店）,https://www.meituan.com/meishi/97796154/,4.3,1343,16.0,世纪公园/科技馆
CoCo都可（真大店）,https://www.meituan.com/meishi/163171850/,4.2,205,13.0,宝山区
1点点（北上海生活广场店）,https://www.meituan.com/meishi/193327331/,4.2,0,18.0,杨行镇
7分甜（上海南京东路泰康食品店）,https://www.meituan.com/meishi/1144350444/,4.5,230,18.0,南京东路
桂源铺（金山百联店）,https://www.meituan.com/meishi/91695286/,4.5,1191,17.0,卫清路
厝内小眷村 （金汇广场店）,https://www.meituan.com/meishi/1728086167/,4.4,4,28.0,川沙
注春人文茶饮（新天地旗舰店）,https://www.meituan.com/meishi/182515868/,4.3,33,15.0,淮海路
CoCo都可（陆家浜店）,https://www.meituan.com/meishi/40540523/,4.2,400,12.0,董家渡/南浦大桥
世界茶饮（新天地店）,https://www.meituan.com/meishi/179444016/,4.2,5,16.0,松江镇
桂源铺（宝山万达广场店）,https://www.meituan.com/meishi/85799840/,4.5,574,15.0,通河/泗塘
CoCo都可（嘉峪店）,https://www.meituan.com/meishi/194273089/,4.1,286,10.0,江桥
1点点（亚乐城店）,https://www.meituan.com/meishi/188656820/,3.9,0,15.0,新桥
CoCo都可（昌里二店）,https://www.meituan.com/meishi/1586866/,4.1,539,12.0,上南地区
CoCo都可（延长路店）,https://www.meituan.com/meishi/90162363/,3.9,162,13.0,大宁地区
悸动烧仙草（灵岩南路店）,https://www.meituan.com/meishi/194040256/,4.3,130,15.0,三林地区
桂源铺（中海环宇荟店）,https://www.meituan.com/meishi/177942877/,4.4,488,15.0,新天地/马当路
CoCo都可（九亭店）,https://www.meituan.com/meishi/40422241/,4.3,364,12.0,九亭
悸动烧仙草（孙桥路店）,https://www.meituan.com/meishi/796290844/,4.5,25,17.0,迪士尼
椿风·养身茶饮（长风大悦城店）,https://www.meituan.com/meishi/883673761/,4.3,6,19.0,长风公园/华师大
7分甜（上海七宝凯德店）,https://www.meituan.com/meishi/918607235/,4.5,183,20.0,七宝
茶百道（仙霞西路店）,https://www.meituan.com/meishi/1578946277/,4.5,13,16.0,虹桥火车站/机场
快乐柠檬happylemon（中华路店）,https://www.meituan.com/meishi/540731475/,4.1,201,19.0,老西门/陆家浜路
1点点（中山广场店）,https://www.meituan.com/meishi/6880027/,4.0,0,15.0,虹桥/古北
7分甜（上海长宁高岛屋店）,https://www.meituan.com/meishi/1191071844/,4.8,93,18.0,虹桥/古北
1点点（福州路店）,https://www.meituan.com/meishi/1055538531/,3.9,0,21.0,人民广场/南京路
